gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
2609679636				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC524509	Viral joshi						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC524509	XC524509		Viral joshi					Indeterminate				song						PRESENT	field recording																						2020-01-31	18:00	31	31	2020	1	31	2020-01-31						animal seen:no; playback used:no					ASIA				IN				Tirupati, Chittoor, Andhra Pradesh		130 m							13.6639	79.4858																																																		Caprimulgus atripennis Jerdon, 1845							Animalia|CAPRIMULGIFORMES|Caprimulgidae	Animalia	Chordata	Aves	Caprimulgiformes		Caprimulgidae				Caprimulgus	Caprimulgus			atripennis			SPECIES		Jerdon's Nightjar	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:32.254Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2496852	2496852	1	44	212	8510645	5225	2496826		2496852	Caprimulgus atripennis	Caprimulgus atripennis Jerdon, 1845	Caprimulgus atripennis		DWC_ARCHIVE	2025-06-12T13:57:32.254Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.2_1	Andhra Pradesh	IND.2.2_1	Chittoor	IND.2.2.1_1	Chandragiri	LC
2609674223				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC513403	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC513403	XC513403		Sreekumar Chirukandoth					Indeterminate	Adult			call						PRESENT	field recording					has background sounds: Actitis hypoleucos|Corvus macrorhynchos|Vanellus indicus																	2019-12-25	09:00	359	359	2019	12	25	2019-12-25						A bird started calling when a group of alighted near it on the powerline.; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9009	80.2103																																																		Merops philippinus Linnaeus, 1767							Animalia|CORACIIFORMES|Meropidae	Animalia	Chordata	Aves	Coraciiformes		Meropidae				Merops	Merops			philippinus			SPECIES		Blue-tailed Bee-eater	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:31.793Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2475452	2475452	1	44	212	1447	9320	2475391		2475452	Merops philippinus	Merops philippinus Linnaeus, 1767	Merops philippinus		DWC_ARCHIVE	2025-06-12T13:57:31.793Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2609673531				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC512865	Viral joshi						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC512865	XC512865		Viral joshi					Indeterminate	Adult			call, flight call						PRESENT	field recording																						2019-12-18	10:00	352	352	2019	12	18	2019-12-18						animal seen:yes; playback used:no					ASIA				IN				Venadu, Sri Potti Sriramulu Nellore District, Andhra Pradesh		0 m							13.6979	80.1356																																									identification questioned									Anthus godlewskii (Taczanowski, 1876)							Animalia|PASSERIFORMES|Motacillidae	Animalia	Chordata	Aves	Passeriformes		Motacillidae				Anthus	Anthus			godlewskii			SPECIES		Blyth's Pipit	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:39.243Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2490264	2490264	1	44	212	729	5257	2490241		2490264	Anthus godlewskii	Anthus godlewskii (Taczanowski, 1876)	Anthus godlewskii		DWC_ARCHIVE	2025-06-12T13:54:39.243Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.2_1	Andhra Pradesh	IND.2.7_1	Nellore	IND.2.7.7_1	n.a. ( 1983)	LC
2609673192				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC513399	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC513399	XC513399		Sreekumar Chirukandoth					Indeterminate	Adult			call						PRESENT	field recording					has background sounds: Corvus splendens																	2019-12-25	09:30	359	359	2019	12	25	2019-12-25						The bird which was being mobbed by a murder of house and large-biled crows had takekn refuge in a thicket and was calling from there occasionally.; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9009	80.2103																																																		Elanus caeruleus (Desfontaines, 1789)							Animalia|ACCIPITRIFORMES|Accipitridae	Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Elanus	Elanus			caeruleus			SPECIES		Black-winged Kite	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:29.496Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2480372	2480372	1	44	212	7191147	2877	2480366		2480372	Elanus caeruleus	Elanus caeruleus (Desfontaines, 1789)	Elanus caeruleus		DWC_ARCHIVE	2025-06-12T13:57:29.496Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2609672367				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC513400	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC513400	XC513400		Sreekumar Chirukandoth					Indeterminate	Adult			call						PRESENT	field recording					has background sounds: Corvus splendens																	2019-12-25	09:30	359	359	2019	12	25	2019-12-25						The bird which was being mobbed by a murder of house and large-biled crows had takekn refuge in a thicket and was calling from there occasionally.; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9009	80.2103																																																		Elanus caeruleus (Desfontaines, 1789)							Animalia|ACCIPITRIFORMES|Accipitridae	Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Elanus	Elanus			caeruleus			SPECIES		Black-winged Kite	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:42.535Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	2480372	2480372	1	44	212	7191147	2877	2480366		2480372	Elanus caeruleus	Elanus caeruleus (Desfontaines, 1789)	Elanus caeruleus		DWC_ARCHIVE	2025-06-12T13:56:42.535Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2609671065				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC513398	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC513398	XC513398		Sreekumar Chirukandoth					Indeterminate	Adult			call						PRESENT	field recording					has background sounds: Corvus splendens																	2019-12-25	09:30	359	359	2019	12	25	2019-12-25						The bird which was being mobbed by a murder of house and large-biled crows had takekn refuge in a thicket and was calling from there occasionally.; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9009	80.2103																																																		Elanus caeruleus (Desfontaines, 1789)							Animalia|ACCIPITRIFORMES|Accipitridae	Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Elanus	Elanus			caeruleus			SPECIES		Black-winged Kite	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:55:50.893Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2480372	2480372	1	44	212	7191147	2877	2480366		2480372	Elanus caeruleus	Elanus caeruleus (Desfontaines, 1789)	Elanus caeruleus		DWC_ARCHIVE	2025-06-12T13:55:50.893Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2609671030				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC513401	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC513401	XC513401		Sreekumar Chirukandoth					Indeterminate	Adult			call						PRESENT	field recording					has background sounds: Corvus macrorhynchos|Vanellus indicus																	2019-12-25	09:30	359	359	2019	12	25	2019-12-25						The bird which was being mobbed by a murder of house and large-biled crows had takekn refuge in a thicket and was calling from there occasionally.; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9009	80.2103																																																		Elanus caeruleus (Desfontaines, 1789)							Animalia|ACCIPITRIFORMES|Accipitridae	Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Elanus	Elanus			caeruleus			SPECIES		Black-winged Kite	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:40.625Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2480372	2480372	1	44	212	7191147	2877	2480366		2480372	Elanus caeruleus	Elanus caeruleus (Desfontaines, 1789)	Elanus caeruleus		DWC_ARCHIVE	2025-06-12T13:56:40.625Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2609670822				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC513397	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC513397	XC513397		Sreekumar Chirukandoth					Indeterminate	Adult			call						PRESENT	field recording					has background sounds: Prinia socialis|Actitis hypoleucos|Corvus splendens																	2019-12-25	09:30	359	359	2019	12	25	2019-12-25						The bird which was being mobbed by a murder of house and large-biled crows had takekn refuge in a thicket and was calling from there occasionally.; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.9009	80.2103																																																		Elanus caeruleus (Desfontaines, 1789)							Animalia|ACCIPITRIFORMES|Accipitridae	Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Elanus	Elanus			caeruleus			SPECIES		Black-winged Kite	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:56:42.223Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2480372	2480372	1	44	212	7191147	2877	2480366		2480372	Elanus caeruleus	Elanus caeruleus (Desfontaines, 1789)	Elanus caeruleus		DWC_ARCHIVE	2025-06-12T13:56:42.223Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2534091849				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC505047	Viral joshi						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC505047	XC505047		Viral joshi					Indeterminate	Adult			flight call						PRESENT	field recording																						2019-10-31	12:15	304	304	2019	10	31	2019-10-31						animal seen:yes; playback used:no					ASIA				IN				Kadapa, Andhra Pradesh		120 m							14.3844	79.026																																																		Sterna acuticauda J.E.Gray, 1831							Animalia|CHARADRIIFORMES|Laridae	Animalia	Chordata	Aves	Charadriiformes		Laridae				Sterna	Sterna			acuticauda			SPECIES		Black-bellied Tern	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:30.312Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	5229261	5229261	1	44	212	7192402	9316	2481227		5229261	Sterna acuticauda	Sterna acuticauda J.E.Gray, 1831	Sterna acuticauda		DWC_ARCHIVE	2025-06-12T13:57:30.312Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.2_1	Andhra Pradesh	IND.2.13_1	Y.S.R.	IND.2.13.9_1	Sidhout	EN
2534088482				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC308562	emganin						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC308562	XC308562		emganin									song, call						PRESENT	field recording																						2016-02-15	07:30	46	46	2016	2	15	2016-02-15						several birds singing/calling from bushes in the backwater area behind the Fisherman's Cove Hotel.  .  identified by a friend in Chennai; animal seen:no; playback used:no					ASIA				IN				Kovalam, Kanchipuram, Tamil Nadu		0 m							12.8007	80.2477																																																		Acrocephalus agricola (Jerdon, 1845)							Animalia|PASSERIFORMES|Acrocephalidae	Animalia	Chordata	Aves	Passeriformes		Acrocephalidae				Acrocephalus	Acrocephalus			agricola			SPECIES		Paddyfield Warbler	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:21.116Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2493137	2493137	1	44	212	729	6101019	2493112		2493137	Acrocephalus agricola	Acrocephalus agricola (Jerdon, 1845)	Acrocephalus agricola		DWC_ARCHIVE	2025-06-12T13:54:21.116Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2534088479				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC308571	emganin						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC308571	XC308571		emganin									song, call						PRESENT	field recording					has background sounds: Prinia inornata																	2016-02-18	07:30	49	49	2016	2	18	2016-02-18						several birds singing/calling from bushes in the backwater area behind the Fisherman's Cove Hotel. Identified plain prinia, in the background, not sure about the others. One seems to be mimicking other bird sounds.  .  identified by a friend in Chennai; animal seen:no; playback used:no					ASIA				IN				Kovalam, Kanchipuram, Tamil Nadu		0 m							12.8007	80.2477																																																		Ortygornis pondicerianus (J.F.Gmelin, 1789)							Animalia|GALLIFORMES|Phasianidae	Animalia	Chordata	Aves	Galliformes		Phasianidae				Ortygornis	Ortygornis			pondicerianus			SPECIES		Grey Francolin	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:21.106Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	11273070	11273070	1	44	212	723	9331	4847799		11273070	Ortygornis pondicerianus	Ortygornis pondicerianus (J.F.Gmelin, 1789)	Ortygornis pondicerianus		DWC_ARCHIVE	2025-06-12T13:54:21.106Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2534088475				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC308570	emganin						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC308570	XC308570		emganin									song, call						PRESENT	field recording					has background sounds: Eudynamys scolopaceus|Corvus splendens|Prinia inornata																	2016-02-16	07:00	47	47	2016	2	16	2016-02-16						several birds singing/calling from bushes in the backwater area behind the Fisherman's Cove Hotel. Identified a house crow, plain prinia, koel,  in the background, not sure about the others.  .  identified by a friend in Chennai; animal seen:no; playback used:no					ASIA				IN				Kovalam, Kanchipuram, Tamil Nadu		0 m							12.8007	80.2477																																									identification questioned									Iduna caligata (Lichtenstein, 1823)							Animalia|PASSERIFORMES|Acrocephalidae	Animalia	Chordata	Aves	Passeriformes		Acrocephalidae				Iduna	Iduna			caligata			SPECIES		Booted Warbler	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:21.108Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	5739359	5739359	1	44	212	729	6101019	3241698		5739359	Iduna caligata	Iduna caligata (Lichtenstein, 1823)	Iduna caligata		DWC_ARCHIVE	2025-06-12T13:54:21.108Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2534088473				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC308560	emganin						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC308560	XC308560		emganin									song, call						PRESENT	field recording					has background sounds: Acridotheres tristis|Cinnyris asiaticus|Corvus splendens|Prinia inornata|Pycnonotus cafer																	2016-02-14	07:45	45	45	2016	2	14	2016-02-14						several  birds singing/calling -- I was able to identify the sunbird, bulbul, prinia, myna, and crow. What else is singing here? Not sure if the first few seconds is a coucal singing..  .  identified by a friend in Chennai; animal seen:no; playback used:no					ASIA				IN				Kovalam, Kanchipuram, Tamil Nadu		0 m							12.8007	80.2477																																																		Halcyon smyrnensis (Linnaeus, 1758)							Animalia|CORACIIFORMES|Alcedinidae	Animalia	Chordata	Aves	Coraciiformes		Alcedinidae				Halcyon	Halcyon			smyrnensis			SPECIES		White-throated Kingfisher	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:20.070Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	5228328	5228328	1	44	212	1447	2984	2475567		5228328	Halcyon smyrnensis	Halcyon smyrnensis (Linnaeus, 1758)	Halcyon smyrnensis		DWC_ARCHIVE	2025-06-12T13:57:20.070Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2534088468				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC308578	emganin						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC308578	XC308578		emganin									song, call						PRESENT	field recording					has background sounds: Corvus splendens																	2016-02-19	07:30	50	50	2016	2	19	2016-02-19						brief loud vocalization from 0:02 to 0:04 heard on this recording (crow in background). A few other sounds which may be calls from other birds..  .  Identified by a friend in Chennai; animal seen:no; playback used:no					ASIA				IN				Kovalam, Kanchipuram, Tamil Nadu		0 m							12.8007	80.2477																																																		Orthotomus sutorius (Pennant, 1769)							Animalia|PASSERIFORMES|Cisticolidae	Animalia	Chordata	Aves	Passeriformes		Cisticolidae				Orthotomus	Orthotomus			sutorius			SPECIES		Common Tailorbird	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:55:38.687Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	2493028	2493028	1	44	212	729	9293	2493023		2493028	Orthotomus sutorius	Orthotomus sutorius (Pennant, 1769)	Orthotomus sutorius		DWC_ARCHIVE	2025-06-12T13:55:38.687Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2455253925				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC500830	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC500830	XC500830		Sreekumar Chirukandoth									call, flight call						PRESENT	field recording					has background sounds: Acridotheres tristis|Pavo cristatus																	2019-09-22	09:00	265	265	2019	9	22	2019-09-22						A bird calling from above us.  See ebird checklist <https://ebird.org/india/view/checklist/S59994616>; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.8705	80.1823																																																		Cisticola juncidis (Rafinesque, 1810)							Animalia|PASSERIFORMES|Cisticolidae	Animalia	Chordata	Aves	Passeriformes		Cisticolidae				Cisticola	Cisticola			juncidis			SPECIES		Zitting Cisticola	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:57:27.593Z						CONTINENT_DERIVED_FROM_COORDINATES	Sound;StillImage	true	false	2492822	2492822	1	44	212	729	9293	2492786		2492822	Cisticola juncidis	Cisticola juncidis (Rafinesque, 1810)	Cisticola juncidis		DWC_ARCHIVE	2025-06-12T13:57:27.593Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2455253785				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC500829	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC500829	XC500829		Sreekumar Chirukandoth									call, flight call						PRESENT	field recording					has background sounds: Prinia socialis|Argya affinis|Acridotheres tristis|Pavo cristatus|Corvus macrorhynchos																	2019-09-22	09:00	265	265	2019	9	22	2019-09-22						Many bids recorded on that day. This one was calling from a bush. See ebird checklist <https://ebird.org/india/view/checklist/S59994616>; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.8705	80.1823																																																		Cisticola juncidis (Rafinesque, 1810)							Animalia|PASSERIFORMES|Cisticolidae	Animalia	Chordata	Aves	Passeriformes		Cisticolidae				Cisticola	Cisticola			juncidis			SPECIES		Zitting Cisticola	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:38.477Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2492822	2492822	1	44	212	729	9293	2492786		2492822	Cisticola juncidis	Cisticola juncidis (Rafinesque, 1810)	Cisticola juncidis		DWC_ARCHIVE	2025-06-12T13:54:38.477Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
2455253741				CC_BY_NC_4_0			https://data.biodiversitydata.nl/xeno-canto/observation/XC500828	Sreekumar Chirukandoth						Wildlife sounds - Birds			HUMAN_OBSERVATION				https://data.biodiversitydata.nl/xeno-canto/observation/XC500828	XC500828		Sreekumar Chirukandoth									call, flight call						PRESENT	field recording																						2019-09-22	09:00	265	265	2019	9	22	2019-09-22						Two faint 'peep' calls as a bird flew past.. See ebird checklist <https://ebird.org/india/view/checklist/S59994616>; animal seen:yes; playback used:no					ASIA				IN				Chennai, Kanchipuram, Tamil Nadu		0 m							12.8705	80.1823																																																		Lonchura malacca (Linnaeus, 1766)							Animalia|PASSERIFORMES|Estrildidae	Animalia	Chordata	Aves	Passeriformes		Estrildidae				Lonchura	Lonchura			malacca			SPECIES		Tricolored Munia	ICZN	ACCEPTED			b1047888-ae52-4179-9dd5-5448ea342a24	NL	2025-06-12T13:54:38.588Z						CONTINENT_DERIVED_FROM_COORDINATES	StillImage;Sound	true	false	2493626	2493626	1	44	212	729	5709	2493593		2493626	Lonchura malacca	Lonchura malacca (Linnaeus, 1766)	Lonchura malacca		DWC_ARCHIVE	2025-06-12T13:54:38.588Z	2025-06-12T13:29:26.991Z	true			false	ASIA	EUROPE	IND	India	IND.31_1	Tamil Nadu	IND.31.8_1	Kancheepuram	IND.31.8.1_1	Chengalpattu	LC
